Date,Time,Temp (°C),pH,Moisture (%),N (mg/kg),P (mg/kg),K (mg/kg),COD (mg/L),CH4 (%),CO2 (%),Pressure (psi),Pathogen (CFU/ml),Flow (L/min),UV Intensity (mW/cm²),Opt Temp (°C),pH Adj,Process Time (hrs),Opt NPK,UV Time (min),Pathogen Status
2025-07-14,05:46:00,36.08,6.91,69.18,884.75,63.33,204.16,16745.33,73.9,37.09,15.71,92.06,1.69,18.65,41.92,-0.34,43.14,4:1:1,8.81,Present
2024-09-25,14:35:47,36.86,6.71,68.86,979.11,199.08,170.56,12991.78,64.76,37.04,28.94,28.54,4.09,8.21,42.39,0.47,41.74,4:1:1,9.21,Present
2024-01-19,06:21:18,38.43,6.58,78.01,919.83,199.29,193.96,17900.3,73.04,28.88,26.39,77.15,2.77,12.24,41.94,0.18,23.04,3:1:1,9.69,Absent
2023-01-03,22:43:23,38.86,7.42,72.51,859.34,137.02,243.4,16181.44,54.72,37.71,12.93,48.36,3.1,8.89,45.77,-0.46,42.94,Optimal,18.52,Present
2023-02-03,03:11:49,39.12,7.44,61.35,1459.66,171.4,239.27,15776.91,69.0,35.15,26.79,27.53,1.21,11.57,48.32,-0.14,13.95,4:1:1,24.91,Absent
2023-11-27,07:44:04,43.63,6.79,42.89,1216.33,99.59,252.07,11934.23,62.84,33.64,28.85,76.47,2.79,19.76,51.36,0.5,56.77,3:1:1,24.25,Absent
2023-02-14,01:44:26,42.88,6.61,40.99,885.14,146.31,254.12,10307.25,51.66,34.88,11.55,21.74,1.56,19.87,40.65,0.19,19.89,3:1:1,23.46,Present
2023-12-18,14:19:17,40.96,7.17,74.08,1114.63,147.62,203.67,12044.65,64.87,34.96,22.97,26.31,4.34,15.68,35.0,-0.44,12.94,3:1:1,29.21,Absent
2025-07-09,01:19:45,35.34,6.51,63.19,1101.4,84.29,176.96,18439.6,56.13,36.03,22.49,60.22,3.35,19.68,53.02,-0.31,34.32,3:1:1,17.84,Absent
2023-11-12,08:54:26,39.59,6.87,49.48,1201.41,82.37,168.13,18729.69,62.96,31.23,15.8,88.24,3.0,8.58,44.79,-0.44,34.3,3:1:1,8.14,Absent
2025-08-29,20:33:14,38.03,6.72,58.75,910.77,129.33,274.2,10334.3,51.42,28.38,21.01,79.53,2.24,10.56,50.54,-0.23,39.0,4:1:1,5.01,Absent
2024-05-27,11:21:22,38.62,6.77,70.05,1014.4,80.36,285.43,10780.9,57.15,28.28,16.68,63.69,3.51,9.8,41.66,0.34,64.56,3:1:1,17.75,Present
2024-06-26,05:18:51,44.09,6.9,75.71,826.34,72.96,181.64,11327.03,52.02,30.31,25.16,0.99,3.05,11.02,43.8,0.24,26.43,2:1:2,22.8,Absent
2024-11-29,22:11:13,42.0,7.49,61.69,1299.82,168.52,208.05,18908.86,71.95,38.16,11.19,37.06,2.24,18.32,48.33,-0.0,71.49,4:1:1,12.53,Absent
2025-01-25,20:58:03,39.57,6.96,50.88,950.67,107.08,201.24,14209.34,71.9,38.06,16.42,48.67,4.98,14.91,52.8,-0.5,24.82,4:1:1,21.66,Present
2025-03-03,08:51:41,35.26,7.2,74.36,816.73,112.14,172.31,17696.49,52.52,35.75,12.49,11.82,2.36,12.12,39.04,0.15,29.05,2:1:2,28.83,Present
2024-10-27,09:50:25,36.04,6.98,41.55,926.42,81.45,245.62,18143.69,54.14,34.93,18.08,90.61,4.87,17.13,46.24,0.13,59.02,2:1:2,5.07,Present
2025-06-05,22:59:30,42.58,6.54,64.28,1419.69,133.48,206.6,17900.83,66.07,38.67,27.15,68.73,2.94,8.09,51.0,0.36,39.03,Optimal,16.41,Present
2025-05-27,07:21:20,44.41,7.24,52.78,863.78,132.3,161.04,15319.44,62.0,28.08,13.27,3.02,2.8,14.51,45.85,-0.38,60.53,2:1:2,8.53,Present
2024-01-11,20:12:08,43.66,7.48,60.12,864.46,179.04,212.9,14997.91,68.4,38.55,22.64,7.55,2.13,14.24,40.97,-0.2,12.42,3:1:1,26.18,Present
2025-03-13,15:57:24,40.74,7.42,75.03,1035.78,167.6,271.25,11057.84,56.48,26.73,27.9,83.59,2.53,16.75,44.43,-0.04,65.83,2:1:2,6.43,Absent
2024-03-14,03:59:29,42.63,6.63,47.07,1493.58,142.52,248.97,18051.31,61.19,26.47,11.65,97.45,4.15,13.74,54.15,0.08,31.21,Optimal,8.06,Present
2025-02-18,23:50:07,44.15,6.66,66.12,904.39,156.51,243.25,18251.96,70.59,39.91,22.3,68.62,4.06,13.8,43.2,-0.39,45.35,4:1:1,15.8,Present
2025-09-21,11:25:04,38.81,6.82,74.31,837.35,88.4,213.45,15121.23,64.3,37.57,22.84,28.03,4.19,16.16,44.95,-0.27,47.78,Optimal,18.2,Present
2024-07-31,00:41:47,35.59,7.31,44.21,1292.44,68.42,181.48,16522.46,66.65,29.25,14.52,16.14,3.35,10.61,40.96,-0.12,66.73,3:1:1,28.5,Absent
2024-06-02,22:28:03,36.04,6.91,62.05,900.62,77.42,207.99,10973.31,60.81,33.83,18.71,12.69,1.24,6.3,50.62,-0.23,63.96,Optimal,27.19,Present
2023-08-07,07:54:36,42.09,7.47,76.29,1379.1,114.46,240.95,13812.92,53.38,28.01,26.6,84.42,4.17,6.49,51.22,0.17,55.93,2:1:2,26.66,Absent
2025-06-25,09:42:16,42.22,7.46,55.3,1215.64,138.25,161.45,13909.33,62.56,25.83,10.14,42.13,1.34,7.16,51.85,-0.26,57.3,Optimal,29.99,Absent
2023-07-24,13:24:31,39.72,6.85,77.22,1096.0,179.0,296.48,11433.46,52.06,32.25,10.33,36.34,1.49,14.29,53.98,0.26,37.68,4:1:1,15.13,Present
2024-12-14,01:47:17,41.86,7.13,63.71,1000.15,73.46,217.15,17095.02,54.32,25.56,28.26,46.08,3.22,9.53,39.25,0.1,53.17,Optimal,7.96,Absent
2024-11-12,06:35:35,42.24,7.27,54.97,1246.19,98.55,233.3,15895.55,61.28,30.36,24.82,35.43,3.81,9.06,45.7,-0.42,62.53,4:1:1,5.06,Absent
2024-02-11,10:56:05,35.34,6.52,56.7,1123.65,158.53,213.79,11032.65,66.63,34.21,29.74,80.73,2.95,9.74,36.11,-0.0,19.82,Optimal,18.49,Absent
2025-04-06,13:16:17,37.34,7.43,49.02,1226.85,125.23,223.94,10651.81,50.44,33.29,25.09,51.46,2.92,9.89,39.85,0.03,69.93,2:1:2,20.28,Present
2023-06-14,19:43:19,42.94,7.49,48.53,1048.8,73.21,187.93,11010.72,68.3,26.56,24.17,45.73,2.47,5.89,51.89,0.45,20.07,4:1:1,17.58,Absent
2023-10-21,19:13:09,35.84,7.42,77.11,830.04,72.74,225.29,15552.68,60.24,29.89,26.26,40.98,2.06,18.25,36.73,0.3,52.3,4:1:1,26.51,Absent
2023-11-14,11:47:59,38.29,6.54,76.49,860.33,191.03,266.34,18935.81,51.98,32.41,17.87,53.44,1.16,19.63,40.52,-0.25,63.26,4:1:1,5.98,Present
2025-03-03,22:40:18,41.43,7.46,50.67,1264.7,182.64,244.11,17103.99,57.39,28.86,15.26,39.51,3.39,12.89,50.29,0.34,21.09,Optimal,28.78,Present
2023-10-24,09:13:53,42.47,6.53,54.38,1417.59,171.82,157.9,19147.68,60.9,37.57,10.82,73.28,2.1,18.41,51.92,-0.16,14.52,2:1:2,8.71,Absent
2024-09-12,05:48:33,40.57,6.95,63.63,1361.56,70.56,249.89,15959.43,61.7,27.81,26.63,54.72,2.27,9.99,53.41,-0.03,54.73,3:1:1,27.67,Absent
2024-03-22,06:32:05,35.48,6.75,58.05,1387.34,124.68,237.18,18398.47,66.91,25.49,28.19,63.2,2.98,16.2,50.41,-0.18,34.68,Optimal,13.1,Absent
2023-06-27,23:38:19,41.27,6.91,40.07,1068.65,63.04,244.06,17839.21,60.0,34.95,14.41,58.84,3.69,10.59,36.77,-0.4,46.34,4:1:1,25.89,Absent
2024-10-14,06:52:33,41.18,7.26,53.96,1490.26,116.65,160.24,11524.04,63.26,38.32,19.9,88.09,2.11,13.35,51.72,0.32,33.88,Optimal,22.3,Present
2023-11-30,04:45:26,40.44,6.58,74.71,902.27,99.02,187.19,12165.34,73.55,29.44,28.31,12.58,1.01,15.11,51.96,-0.01,41.45,Optimal,8.04,Absent
2025-09-03,08:05:47,41.97,6.88,47.3,950.8,145.78,220.37,15635.29,71.92,38.56,23.01,88.2,4.23,9.5,50.09,-0.08,15.35,2:1:2,13.86,Present
2025-02-16,13:36:01,44.14,6.86,48.6,1413.53,129.76,162.5,10452.19,65.24,36.65,18.5,42.93,2.03,12.18,38.87,-0.23,30.18,4:1:1,5.55,Present
2024-07-09,02:14:21,42.44,6.86,50.15,1419.6,190.24,204.87,17221.41,53.06,37.82,25.09,75.47,1.44,7.15,50.67,0.17,50.36,2:1:2,11.64,Absent
2025-06-11,01:00:41,40.12,6.89,70.36,860.77,165.79,179.14,15230.04,70.38,28.53,28.72,21.04,4.38,12.75,37.77,-0.17,53.36,4:1:1,25.81,Absent
2024-09-26,18:15:32,38.69,6.72,70.58,1038.11,56.38,232.72,18098.33,53.95,39.03,19.5,25.4,3.4,5.31,37.94,0.29,37.92,Optimal,18.95,Absent
2023-09-07,13:24:12,36.23,7.44,46.43,957.85,144.59,294.44,11029.67,58.23,35.58,12.41,57.56,3.37,19.71,53.49,0.15,59.78,2:1:2,24.81,Absent
2023-10-05,04:33:06,41.68,7.17,79.74,861.68,183.7,231.84,10971.44,74.43,31.41,13.28,34.63,4.0,10.13,36.05,-0.41,67.73,2:1:2,17.1,Present
2024-05-06,20:40:19,37.41,7.1,74.35,1336.89,115.98,187.2,10333.87,66.88,33.75,25.14,10.06,3.24,6.2,53.76,-0.18,34.39,2:1:2,18.0,Present
2024-08-04,10:00:12,40.46,6.7,62.83,1291.53,119.0,233.46,19810.8,64.86,32.17,15.7,73.36,3.46,17.75,45.21,0.05,18.68,3:1:1,13.59,Absent
2025-01-17,09:57:21,42.17,7.03,41.29,1213.12,95.42,241.37,19882.23,58.61,33.21,13.27,12.82,1.53,16.4,35.68,-0.08,27.16,Optimal,6.93,Absent
2024-02-02,03:13:24,37.56,7.17,52.32,826.47,101.38,284.46,10997.26,69.03,38.18,28.11,27.36,1.44,5.4,49.5,-0.17,20.4,3:1:1,22.65,Present
2023-01-16,11:01:52,40.4,7.1,43.36,1328.52,85.42,297.12,19347.29,50.06,36.32,23.32,57.08,4.73,17.55,45.27,-0.43,17.34,3:1:1,14.73,Present
2025-04-02,21:43:46,36.79,7.36,55.47,861.94,184.39,165.24,12955.1,64.95,32.81,28.39,12.0,2.5,18.01,54.32,-0.49,17.37,2:1:2,28.14,Absent
2025-01-12,16:14:25,43.69,6.78,73.2,899.52,161.57,201.41,16314.78,71.21,38.35,25.98,1.01,1.74,18.67,43.7,0.02,58.38,2:1:2,6.13,Absent
2025-07-01,16:45:36,42.38,6.94,61.61,1482.87,184.53,237.68,19059.45,68.62,31.72,13.75,82.87,1.02,11.97,40.16,-0.12,21.04,2:1:2,24.68,Present
2023-04-19,01:32:14,39.5,6.89,52.65,1419.4,141.31,200.24,12644.81,50.17,29.09,23.64,85.08,3.69,14.91,47.38,0.31,51.71,3:1:1,21.43,Absent
2023-01-29,18:54:35,36.53,6.74,54.65,1079.83,160.81,178.8,15898.4,71.03,27.29,29.53,6.79,4.46,18.56,42.02,0.28,42.46,3:1:1,16.86,Absent
2024-01-20,11:14:21,44.4,7.25,48.26,1399.76,57.61,264.43,11274.75,63.2,36.56,17.35,77.77,2.77,7.34,45.0,0.25,43.1,4:1:1,15.37,Absent
2024-01-08,14:48:47,40.1,6.6,71.49,982.3,61.99,240.47,18855.98,74.66,26.07,24.9,87.28,1.07,15.5,46.17,0.05,70.53,4:1:1,18.42,Present
2025-06-01,03:35:24,41.0,7.42,76.86,973.6,167.77,171.86,10816.34,57.68,36.45,19.67,54.12,4.85,10.66,50.74,-0.14,13.24,2:1:2,7.17,Present
2024-12-04,22:14:43,42.11,7.47,65.71,873.91,198.04,166.16,13949.44,60.89,33.16,19.6,57.61,2.47,19.79,47.11,0.17,36.09,Optimal,29.05,Present
2024-02-09,05:09:48,38.26,7.41,78.26,1075.89,141.23,153.67,12665.83,71.71,31.73,16.96,58.27,1.57,9.5,47.07,0.09,40.14,Optimal,10.06,Present
2023-10-20,04:34:02,37.19,7.27,79.32,1389.29,136.77,253.53,16106.39,66.47,33.35,12.23,11.34,2.29,17.19,50.22,-0.11,39.47,3:1:1,15.54,Present
2023-09-23,11:46:13,37.09,6.98,45.84,1496.93,172.58,282.26,19961.09,74.12,33.65,13.97,26.3,1.22,6.09,43.93,-0.21,28.18,4:1:1,19.45,Present
2023-12-24,18:08:38,39.96,7.39,63.85,923.37,84.57,292.25,16211.92,56.75,36.48,23.54,89.08,2.65,7.52,43.29,0.13,33.64,4:1:1,22.53,Absent
2024-04-18,01:52:56,38.01,7.36,64.01,1360.81,180.63,266.16,11016.75,63.71,32.16,25.81,36.71,4.18,17.25,51.41,-0.18,39.66,3:1:1,11.24,Absent
2024-05-27,15:42:29,35.04,7.37,73.48,1138.96,150.04,228.82,17327.52,53.9,28.45,16.52,80.67,1.52,13.9,37.42,-0.07,46.57,2:1:2,22.95,Present
2025-05-11,07:31:01,38.76,6.82,52.67,1101.94,103.03,260.9,12238.83,65.38,31.76,27.15,2.13,4.85,17.19,45.71,0.11,64.4,Optimal,10.34,Present
2025-03-08,02:19:38,41.44,7.02,79.82,1413.29,144.68,212.42,13487.02,74.75,34.27,14.98,57.09,2.97,14.79,38.63,0.18,16.21,4:1:1,29.47,Absent
2024-09-23,05:19:04,36.19,6.57,55.81,934.89,126.72,234.82,18103.04,74.89,34.54,22.31,69.97,3.53,8.02,37.13,-0.47,29.95,2:1:2,20.75,Absent
2024-12-26,01:58:23,36.82,6.52,79.48,1180.88,115.95,269.2,12198.04,59.91,37.48,20.64,27.47,3.03,9.9,53.53,-0.24,67.99,2:1:2,29.4,Present
2023-04-03,12:03:51,41.68,6.9,52.3,1081.07,137.94,158.91,16424.49,72.69,37.89,18.68,56.88,2.32,6.44,37.09,-0.12,44.82,3:1:1,8.65,Present
2025-01-16,15:11:06,37.47,7.44,72.54,1027.71,148.56,228.15,16171.78,66.96,32.34,15.92,82.71,1.6,10.68,49.81,-0.15,34.4,Optimal,20.43,Absent
2023-04-20,02:12:56,39.87,7.02,56.21,1113.12,75.66,239.8,16873.49,54.88,30.85,22.44,7.12,4.74,7.59,40.45,-0.1,62.47,Optimal,29.96,Absent
2024-06-24,07:58:03,42.62,6.83,72.76,839.94,190.19,213.96,12700.79,66.12,36.07,27.85,98.21,4.58,6.85,38.88,0.31,12.02,4:1:1,27.13,Present
2024-07-25,10:24:49,36.46,7.01,75.13,1155.96,166.61,156.94,10767.49,61.62,30.23,17.0,49.48,2.38,10.37,52.94,0.44,59.81,3:1:1,12.29,Absent
2025-01-19,08:11:20,44.56,6.58,46.32,1074.07,94.98,213.0,11438.19,54.97,34.12,10.62,24.34,2.5,5.67,48.84,-0.02,51.88,3:1:1,22.94,Absent
2023-08-07,09:44:43,42.37,6.77,44.88,933.6,113.32,177.24,12965.95,69.67,34.99,18.61,13.0,1.67,10.64,35.87,-0.33,71.47,2:1:2,11.34,Absent
2024-08-06,04:52:06,40.26,6.77,64.91,1285.95,143.51,210.75,11703.17,72.7,33.51,27.16,34.55,3.0,10.06,48.81,-0.05,35.31,Optimal,28.39,Absent
2024-09-29,23:41:47,42.79,7.46,69.23,1072.16,198.29,209.85,10739.41,58.69,37.17,11.11,43.28,3.01,19.34,44.62,0.0,56.63,3:1:1,28.98,Absent
2023-01-25,21:13:03,44.18,6.52,68.77,906.12,137.21,266.79,16212.47,52.38,25.36,23.43,46.36,3.07,14.04,42.77,0.02,28.24,2:1:2,8.52,Present
2024-08-15,10:33:38,38.65,7.15,62.87,814.86,105.64,264.94,14884.12,70.37,38.11,13.47,49.54,5.0,13.13,39.5,0.28,23.78,2:1:2,20.19,Present
2023-01-17,08:31:22,41.31,6.55,72.7,856.48,180.52,155.97,12318.52,63.8,36.51,12.29,76.92,2.14,17.33,45.32,-0.09,43.69,2:1:2,23.33,Present
2023-05-24,12:54:13,35.68,7.15,73.23,1153.41,163.98,281.34,17101.19,68.57,29.12,24.44,28.88,1.37,14.89,45.22,-0.02,35.89,4:1:1,6.7,Present
2023-09-27,14:46:31,35.92,6.76,56.14,1460.88,127.05,162.89,11934.85,59.58,33.08,18.97,80.49,2.51,10.15,48.45,-0.06,25.96,4:1:1,18.61,Present
2024-07-28,21:48:13,35.5,6.87,79.46,1291.49,191.54,280.66,16775.79,53.3,31.47,29.07,89.61,1.52,8.2,41.31,0.35,30.37,4:1:1,23.21,Absent
2024-03-23,11:28:19,43.21,6.73,78.29,1123.82,94.26,161.34,10198.0,68.27,25.11,15.12,25.27,4.72,14.87,51.89,0.32,58.61,2:1:2,25.9,Absent
2024-11-10,23:37:25,38.84,7.07,59.61,1313.58,129.02,235.12,11184.48,54.2,38.9,13.97,96.34,2.87,14.57,45.85,0.21,21.68,Optimal,6.01,Absent
2023-06-03,04:28:00,39.33,7.33,60.59,1017.89,77.3,199.37,16390.35,72.42,34.9,26.88,42.69,2.55,9.55,47.79,-0.3,20.8,2:1:2,7.22,Present
2024-11-19,17:41:15,36.63,6.57,55.93,1301.45,57.08,256.26,12717.85,53.21,29.53,11.74,85.47,3.66,12.13,52.69,0.44,43.98,2:1:2,17.01,Absent
2024-01-03,23:50:31,35.01,7.35,74.17,976.4,194.59,226.67,15990.62,51.78,33.68,21.65,85.56,2.22,11.38,53.05,-0.39,19.62,4:1:1,16.27,Present
2023-07-04,03:31:26,40.82,6.75,61.36,1223.57,123.54,248.02,17292.47,73.58,33.75,28.07,92.46,4.45,8.89,52.47,-0.29,52.1,Optimal,26.91,Absent
2025-09-14,09:19:52,37.71,6.54,75.4,1357.18,80.49,164.46,14701.98,74.35,39.14,16.49,7.82,1.4,16.4,35.28,-0.3,67.25,4:1:1,25.05,Present
2025-09-22,18:49:21,35.61,7.26,48.68,871.79,144.93,222.05,15211.48,71.95,38.89,23.33,61.58,1.97,13.97,45.19,-0.38,70.06,4:1:1,22.35,Absent
2024-08-28,12:17:28,38.72,7.45,55.6,903.87,68.53,286.82,19069.97,54.36,33.43,11.29,23.08,2.23,7.99,54.82,0.32,59.1,4:1:1,24.58,Absent
2023-02-04,16:18:35,43.38,7.22,50.77,1172.88,151.7,152.63,15123.43,50.8,33.27,13.06,30.5,3.14,12.56,54.18,0.3,59.28,Optimal,21.33,Absent
2023-06-11,04:48:04,37.21,7.1,59.84,1018.14,73.79,186.64,10863.2,62.41,36.5,11.95,39.25,2.8,17.79,49.99,0.42,57.19,Optimal,21.66,Absent
2023-12-27,07:03:07,38.43,7.42,57.64,1024.7,75.53,169.3,16003.03,57.65,29.7,20.75,32.33,1.53,18.28,35.37,-0.34,46.16,2:1:2,26.47,Absent
2024-07-20,11:08:24,36.26,7.27,60.55,1414.18,77.4,175.77,14781.76,51.35,36.96,11.02,65.36,4.4,16.51,35.64,-0.28,17.55,Optimal,25.89,Absent
2025-06-23,17:10:16,35.22,6.56,67.51,923.4,134.41,282.01,18153.83,62.92,33.86,19.28,5.97,1.05,10.67,36.7,-0.46,20.57,2:1:2,5.99,Absent
2023-10-14,13:55:17,39.99,6.81,54.83,917.98,119.68,255.26,10740.14,62.87,26.0,25.31,13.67,2.07,6.97,38.16,-0.18,23.75,2:1:2,14.3,Present
2023-05-10,23:01:49,44.28,7.17,65.44,1042.9,139.92,202.41,16621.8,60.74,35.3,23.36,49.25,1.37,14.02,48.53,0.22,47.83,4:1:1,8.9,Absent
2025-07-11,09:27:41,35.8,6.62,78.02,1245.47,139.33,241.07,16633.74,66.78,32.5,19.1,29.66,3.26,8.87,41.36,-0.08,17.1,4:1:1,26.75,Present
2025-05-21,15:43:41,38.0,6.81,61.78,904.41,122.65,181.18,13440.95,59.21,33.66,20.39,54.76,1.55,12.14,41.4,-0.24,36.62,2:1:2,11.62,Present
2024-12-08,00:00:58,35.68,6.88,79.32,1126.21,131.38,265.92,17233.11,66.15,34.83,27.24,11.67,3.34,11.53,54.76,-0.13,64.95,3:1:1,10.28,Absent
2023-07-03,16:52:45,38.36,6.99,47.14,1261.62,176.5,283.82,16949.16,62.28,28.42,13.26,97.78,2.73,10.73,52.49,0.16,53.07,Optimal,21.27,Absent
2024-12-28,10:16:24,41.37,7.28,44.17,1076.6,60.51,192.16,17942.05,67.52,36.26,14.46,72.07,4.72,5.05,47.09,0.18,57.58,Optimal,19.49,Present
2025-09-14,12:23:33,36.69,7.31,73.86,1267.43,157.96,205.75,10823.68,55.18,28.21,24.6,2.03,4.26,7.6,36.39,0.42,28.74,4:1:1,13.22,Present
2025-01-01,20:13:25,41.04,6.65,43.69,981.2,164.29,161.7,13152.39,56.0,27.43,22.03,69.37,1.75,8.09,53.53,-0.19,30.28,2:1:2,16.94,Absent
2024-09-04,10:48:39,38.41,6.82,78.7,1441.31,96.59,226.52,13355.5,69.28,37.24,22.63,2.29,2.19,5.11,43.84,0.04,58.74,2:1:2,19.34,Present
2025-09-23,02:39:12,39.23,6.99,57.81,1241.06,128.56,285.07,14329.78,63.42,37.16,28.61,44.09,5.0,6.2,38.83,0.27,55.0,4:1:1,23.2,Present
2024-01-24,20:07:42,43.93,7.38,50.66,1367.99,134.16,275.05,10267.06,66.07,31.2,11.25,72.13,3.71,12.14,46.41,0.07,35.22,4:1:1,29.5,Present
2024-01-19,06:18:28,42.22,6.75,62.9,1272.98,166.95,219.85,12904.57,59.04,36.4,16.14,41.59,3.57,17.7,52.42,0.27,14.39,2:1:2,10.31,Present
2023-05-07,18:25:01,39.47,7.38,42.77,937.48,158.6,183.19,15257.13,68.46,30.44,13.32,56.1,2.49,10.83,40.58,-0.17,47.19,Optimal,28.25,Absent
2024-06-04,20:52:22,44.53,7.21,73.84,1242.94,128.91,228.04,10067.47,66.73,33.14,27.63,53.32,3.88,14.01,44.73,-0.38,21.21,Optimal,19.82,Present
2025-06-02,20:12:44,44.33,7.04,65.88,1045.06,131.81,278.62,10036.42,59.62,37.84,20.59,99.36,1.71,8.78,51.64,0.21,59.65,2:1:2,19.4,Absent
2025-04-16,00:05:46,44.39,6.69,64.08,876.52,112.03,169.64,10510.14,66.36,37.37,11.03,57.32,4.02,16.56,39.61,-0.14,17.6,4:1:1,11.99,Absent
2024-05-16,15:47:19,44.09,6.59,61.97,1048.54,73.69,159.51,11474.65,63.67,29.34,13.07,75.72,3.31,18.19,44.49,0.45,45.21,Optimal,11.5,Absent
2024-08-17,02:18:33,42.62,6.54,42.51,1320.94,94.67,170.44,10350.73,53.42,39.68,26.96,85.07,4.58,8.07,45.81,-0.16,59.72,Optimal,7.91,Absent
2025-05-13,20:22:39,36.84,6.63,45.21,928.93,91.28,238.6,12514.94,67.89,31.11,19.18,61.02,2.12,18.19,45.57,0.15,28.65,2:1:2,25.27,Present
2025-08-08,08:13:02,40.28,7.13,50.09,1055.23,168.9,206.76,12282.6,73.21,31.8,18.47,38.15,2.79,5.09,39.24,0.37,34.33,2:1:2,18.46,Present
2025-08-09,08:56:11,41.75,6.55,54.26,1131.91,187.91,237.8,12776.01,68.76,31.81,25.67,8.8,2.2,17.55,54.52,0.08,30.08,3:1:1,10.4,Absent
2024-01-26,20:26:19,37.12,6.61,77.57,1208.56,179.26,208.98,13953.7,50.33,38.45,16.17,3.27,1.43,5.62,40.81,-0.09,42.67,3:1:1,24.08,Absent
2023-04-08,19:59:30,36.05,7.34,41.18,865.17,196.6,293.1,12202.73,63.51,34.6,12.69,11.59,3.26,16.93,45.17,-0.35,53.59,2:1:2,5.47,Absent
2024-07-12,01:39:33,41.64,6.71,64.22,1021.81,105.54,229.47,18338.75,64.11,34.36,19.28,41.01,4.17,6.18,39.92,-0.48,42.3,3:1:1,6.88,Absent
2024-06-04,04:19:29,41.14,6.77,41.04,1372.96,143.78,258.88,12448.03,68.12,35.01,25.92,39.05,1.06,7.58,50.98,0.25,28.33,Optimal,10.11,Absent
2025-05-18,11:04:41,44.64,7.05,49.16,1111.97,171.63,281.64,10499.92,55.83,36.76,27.91,23.46,4.51,13.24,35.12,0.04,48.33,3:1:1,10.43,Present
2024-01-19,19:35:36,35.81,7.02,55.26,836.11,83.29,154.99,15839.07,55.07,32.17,22.77,74.49,2.37,8.91,53.89,-0.23,68.73,Optimal,13.35,Present
2023-08-21,13:57:38,39.13,6.79,56.18,1027.56,60.03,271.74,19670.37,67.61,27.07,26.6,29.6,4.62,9.67,51.68,-0.17,54.69,Optimal,14.17,Absent
2023-03-29,22:41:25,38.0,7.38,48.11,894.01,179.49,287.38,13245.24,56.63,26.31,21.72,79.4,4.83,12.34,49.12,-0.02,58.6,Optimal,16.24,Present
2025-05-20,05:52:34,43.23,7.2,50.75,1099.18,69.54,155.79,19526.25,69.92,30.1,27.4,35.25,1.93,9.54,49.68,-0.01,59.2,4:1:1,23.26,Absent
2023-12-25,09:04:50,35.79,6.89,50.13,1354.76,181.27,265.37,18157.16,53.72,31.83,17.35,55.58,2.14,16.98,49.08,-0.37,50.58,3:1:1,7.05,Present
2025-05-21,20:18:21,43.62,6.86,54.39,1031.45,168.36,204.4,12450.16,60.08,31.9,12.91,19.61,3.67,9.56,39.81,-0.44,59.58,Optimal,5.52,Present
2024-05-09,02:34:52,37.52,7.24,72.38,1274.58,85.93,264.63,18813.66,73.56,31.61,25.03,18.61,4.37,7.59,45.67,-0.04,62.51,2:1:2,21.99,Absent
2023-12-25,19:51:08,36.45,6.54,60.54,1400.12,176.28,203.64,19334.75,58.02,28.61,17.18,17.33,1.71,14.34,52.78,-0.41,62.42,2:1:2,25.24,Present
2025-09-11,18:15:56,39.47,6.95,58.82,1331.04,156.09,257.05,10433.31,56.33,37.82,15.69,94.42,3.97,18.1,49.51,-0.28,16.18,Optimal,8.2,Present
2023-06-30,05:29:17,41.09,6.95,54.44,852.91,114.88,178.32,13215.45,52.98,27.59,28.6,35.7,1.28,7.55,36.29,-0.29,17.18,4:1:1,29.42,Absent
2024-05-28,23:13:01,42.26,6.66,67.49,946.3,131.8,204.2,18046.75,64.36,38.05,14.24,96.64,2.74,8.31,48.15,-0.03,43.73,3:1:1,8.38,Absent
2025-08-24,20:29:36,44.28,6.57,44.42,859.55,64.37,247.94,17361.18,69.8,36.53,13.73,86.55,3.08,6.79,41.77,0.45,59.55,2:1:2,21.16,Absent
2023-02-15,02:09:48,42.12,6.95,48.44,1003.9,114.6,198.99,13963.49,70.55,31.42,13.06,13.33,2.62,7.73,35.94,0.15,34.9,4:1:1,8.56,Present
2023-02-22,19:27:35,43.21,6.85,55.43,1391.33,86.06,247.84,14919.17,66.17,28.28,16.18,68.22,2.43,19.95,40.39,0.15,44.19,4:1:1,5.49,Absent
2024-12-14,21:42:31,41.59,6.62,60.16,1485.1,106.2,162.94,18617.33,63.81,38.26,10.51,12.34,4.69,9.62,39.86,-0.47,22.2,4:1:1,29.23,Absent
2024-08-17,00:24:40,35.64,7.11,70.26,1398.78,127.62,203.66,16843.07,55.36,25.43,15.91,44.38,2.42,7.85,46.54,0.08,63.49,4:1:1,13.93,Present
2025-06-20,08:39:56,43.03,7.45,79.21,1499.19,69.5,202.14,17417.28,58.42,30.89,16.82,61.16,2.38,18.7,42.69,-0.16,70.06,2:1:2,27.82,Absent
2024-08-04,08:05:05,40.37,7.44,59.57,1086.46,61.53,260.08,19578.41,54.48,39.76,20.89,90.89,4.33,8.98,53.01,0.23,33.14,Optimal,9.15,Absent
2023-08-06,22:23:29,40.61,7.45,67.03,1487.82,104.11,212.99,19106.14,69.61,36.85,25.73,13.64,3.51,13.2,40.56,-0.04,27.88,2:1:2,5.23,Absent
